"","Phylum","Latitude","Longitude","Entw.stad","N.c","N.t","Independent.study.ID","N","Stressor","Response.type","t..d.","T1.m","T2.m","Ph1.m","Ph2.m","O1.m","O1.sd","O2.m","O2.sd","units","S1.m","S2.m","Val1.m","Val2.m","ResponseTypeSimple","ResponseNegative","id","Genus","Family","Order","Class","SpeciesAcc","ClassFossil","yi","vi","T.mr","Ph.mr","O.mr","S.mr","Gensamcom","Famsamcom","Ordsamcom","Clasamcom","TPref.Min.10th","TPref.Max.90th","Tcontprox","Ttreatprox","motility","composition","life_habit","diet","buffered","Paper","Publiziert","MinEffect","MinVar","Rand"
"259","Chordata",-77.85108,166.665414,"Embryo",5,5,4,5,"T, pH","oxygen consumption",21,-0.6,2,8.01,7.84,NA,NA,NA,NA,NA,33.7,33.7,1.37992,2.20012,"Metabolism",TRUE,"ES.259","Gymnodraco","Bathydraconidae","Perciformes","Actinopterygii","Gymnodraco acuticeps","Actinopterygii",-1.89264937590873,0.579106083006385,2.6,-0.17,NA,0,0,0,0.928571428571429,0.891891891891892,-1.79,-0.91,-9.25136193683865,-7.47622489529127,"actively mobile","hydroxyapatite","nektonic","carnivore",TRUE,"Flynn, E. E., Bjelde, B. E., Miller, N. A., & Todgham, A. E. (2015). Ocean acidification exerts negative effects during warming conditions in a developing Antarctic fish. Conservation physiology, 3(1).",2015,TRUE,TRUE,TRUE
"260","Chordata",-77.85108,166.665414,"Embryo",5,5,5,5,"T, pH","oxygen consumption",21,-0.6,2,8.01,7.7,NA,NA,NA,NA,NA,33.7,33.7,1.37992,1.86152,"Metabolism",TRUE,"ES.260","Gymnodraco","Bathydraconidae","Perciformes","Actinopterygii","Gymnodraco acuticeps","Actinopterygii",-1.31474008863254,0.486427075032875,2.6,-0.31,NA,0,0,0,0.928571428571429,0.891891891891892,-1.79,-0.91,-9.25136193683865,-7.47622489529127,"actively mobile","hydroxyapatite","nektonic","carnivore",TRUE,"Flynn, E. E., Bjelde, B. E., Miller, N. A., & Todgham, A. E. (2015). Ocean acidification exerts negative effects during warming conditions in a developing Antarctic fish. Conservation physiology, 3(1).",2015,TRUE,TRUE,TRUE
"264","Echinodermata",-18.472787,146.875509,"Adult",15,15,1,60,"T, pH","Respiration",69,27.9,30.9,8.09,7.87,NA,NA,NA,NA,NA,NA,NA,26.7713,29.2857,"Metabolism",TRUE,"ES.264","Echinometra","Echinometridae","Camarodonta","Echinoidea","Echinometra","Echinoidea",-0.421679399484963,0.1362968919325,3,-0.22,NA,NA,1,1,0.285714285714286,0.871794871794872,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Uthicke, S., Liddy, M., Nguyen, H. D., & Byrne, M. (2014). Interactive effects of near-future temperature increase and ocean acidification on physiology and gonad development in adult Pacific sea urchin, Echinometra sp. A. Coral Reefs, 33(3), 831-845.",2014,FALSE,TRUE,FALSE
"265","Echinodermata",-18.472787,146.875509,"Adult",15,15,2,60,"pH","Respiration",69,27.9,27.8,8.09,7.89,NA,NA,NA,NA,NA,NA,NA,26.7713,26.3143,"Metabolism",TRUE,"ES.265","Echinometra","Echinometridae","Camarodonta","Echinoidea","Echinometra","Echinoidea",0.134660294592525,0.133635556582329,-0.0999999999999979,-0.2,NA,NA,1,1,0.285714285714286,0.871794871794872,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Uthicke, S., Liddy, M., Nguyen, H. D., & Byrne, M. (2014). Interactive effects of near-future temperature increase and ocean acidification on physiology and gonad development in adult Pacific sea urchin, Echinometra sp. A. Coral Reefs, 33(3), 831-845.",2014,FALSE,TRUE,FALSE
"266","Echinodermata",-18.472787,146.875509,"Adult",15,15,3,60,"T","Respiration",69,27.9,30.9,8.09,8.06,NA,NA,NA,NA,NA,NA,NA,26.7713,25.0571,"Metabolism",TRUE,"ES.266","Echinometra","Echinometridae","Camarodonta","Echinoidea","Echinometra","Echinoidea",0.282155942498004,0.134660199598116,3,-0.0299999999999994,NA,NA,1,1,0.285714285714286,0.871794871794872,NA,NA,NA,NA,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Uthicke, S., Liddy, M., Nguyen, H. D., & Byrne, M. (2014). Interactive effects of near-future temperature increase and ocean acidification on physiology and gonad development in adult Pacific sea urchin, Echinometra sp. A. Coral Reefs, 33(3), 831-845.",2014,FALSE,TRUE,FALSE
"271","Echinodermata",-30.207418,153.268252,"Larvae",3,3,2,30,"pH","Normal development",5,23.51,23.51,8.13,7.8,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,1.13467509765701,"Development",FALSE,"ES.271","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-0.00670833206391264,0.666670416809923,0,-0.330000000000001,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,-3.4287710855362,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,FALSE,TRUE,FALSE
"272","Echinodermata",-30.207418,153.268252,"Larvae",3,3,3,30,"T","Normal development",5,23.51,26.13,8.13,8.13,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,1.01389103133219,"Development",FALSE,"ES.272","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-0.151995218032777,0.668591878858736,2.62,0,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,0.693977821091334,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,FALSE,TRUE,TRUE
"274","Echinodermata",-30.207418,153.268252,"Larvae",3,3,5,30,"pH","Normal development",5,23.51,23.51,8.13,7.61,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,0.408994189340601,"Development",FALSE,"ES.274","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-1.10383633731245,0.768204554964281,0,-0.52,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,-3.4287710855362,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,FALSE,TRUE,FALSE
"275","Echinodermata",-30.207418,153.268252,"Larvae",3,3,6,30,"T","Normal development",5,23.51,30.35,8.13,8.13,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,-0.685754545206546,"Development",FALSE,"ES.275","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-2.46320672310053,1.17228228006064,6.84,0,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,7.33443598367462,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,TRUE,TRUE,TRUE
"276","Echinodermata",-30.207418,153.268252,"Larvae",3,3,7,30,"T, pH","Normal development",5,23.51,30.35,8.13,7.8,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,-0.690284923917681,"Development",FALSE,"ES.276","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-2.47795254819801,1.17835406926008,6.84,-0.330000000000001,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,7.33443598367462,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,TRUE,TRUE,TRUE
"277","Echinodermata",-30.207418,153.268252,"Larvae",3,3,8,30,"T, pH","Normal development",5,23.51,30.35,8.13,7.61,NA,NA,NA,NA,NA,NA,NA,1.14029829138456,-1.56870924163464,"Development",FALSE,"ES.277","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",-2.72794888849455,1.28680876151989,6.84,-0.52,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,7.33443598367462,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,TRUE,TRUE,TRUE
"278","Echinodermata",-30.207418,153.268252,"Larvae",3,3,1,35,"T, pH","Arm asymmetry",5,23.51,26.13,8.13,7.8,NA,NA,NA,NA,NA,NA,NA,138.8001,136.5723,"Development",TRUE,"ES.278","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",0.167002804684587,0.668990828064376,2.62,-0.330000000000001,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,0.693977821091334,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,FALSE,TRUE,FALSE
"281","Echinodermata",-30.207418,153.268252,"Larvae",3,3,4,35,"T, pH","Arm asymmetry",5,23.51,26.13,8.13,7.61,NA,NA,NA,NA,NA,NA,NA,138.8001,138.3122,"Development",TRUE,"ES.281","Tripneustes","Toxopneustidae","Camarodonta","Echinoidea","Tripneustes gratilla","Echinoidea",0.035868539999923,0.66677387934681,2.62,-0.52,NA,NA,0,0.714285714285714,0.285714285714286,0.871794871794872,22.19,28.89,-1.31548353391588,0.693977821091334,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"Sheppard Brennand H, Soars N, Dworjanyn SA, Davis AR, Byrne M (2010). Impact of Ocean Warming and Ocean Acidification on Larval Development and Calcification in the Sea Urchin Tripneustes gratilla. PLoS ONE 5(6): e11372. doi:10.1371/journal.pone.0011372",2010,FALSE,TRUE,FALSE
"288","Mollusca",26.444741,-119.833945,"Larvae",4,4,1,75,"T, pH","shell surface",5,24.4,30.6,7.99,7.63,NA,NA,NA,NA,NA,33.3,33.6,7.2351,6.1417,"Growth",FALSE,"ES.288","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",-1.97088074777976,0.742773182623058,6.2,-0.36,NA,0.300000000000004,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,11.4478280549177,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"289","Mollusca",26.444741,-119.833945,"Larvae",4,4,2,75,"pH","shell surface",5,24.4,24.9,7.99,7.67,NA,NA,NA,NA,NA,33.3,33.6,7.2351,7.5388,"Growth",FALSE,"ES.289","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",0.416863118955702,0.510860928746592,0.5,-0.32,NA,0.300000000000004,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,2.47848883057535,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"290","Mollusca",26.444741,-119.833945,"Larvae",4,4,3,75,"T","shell surface",5,24.4,30.6,7.99,8.01,NA,NA,NA,NA,NA,33.3,33.3,7.2351,6.5097,"Growth",FALSE,"ES.290","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",-0.842205534827514,0.544331885180881,6.2,0.0199999999999996,NA,0,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,11.4478280549177,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"291","Mollusca",26.444741,-119.833945,"Larvae",4,4,4,75,"S","shell surface",5,24.4,25.1,7.99,7.93,NA,NA,NA,NA,NA,33.3,23.4,7.2351,7.0335,"Growth",FALSE,"ES.291","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",-0.323356436409124,0.506534961560451,0.700000000000003,-0.0600000000000005,NA,-9.9,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,2.79320248756983,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"292","Mollusca",26.444741,-119.833945,"Larvae",4,4,5,75,"T, pH, S","shell surface",5,24.4,30.5,7.99,7.6,NA,NA,NA,NA,NA,33.3,23.6,7.2351,9.4362,"Growth",FALSE,"ES.292","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",1.89301987434075,0.723970265290567,6.1,-0.390000000000001,NA,-9.7,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,11.2904712264205,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"294","Mollusca",26.444741,-119.833945,"Larvae",4,4,7,75,"T, S","shell surface",5,24.4,30.5,7.99,7.95,NA,NA,NA,NA,NA,33.3,23.6,7.2351,8.4607,"Growth",FALSE,"ES.294","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",1.50059135930014,0.640735901725391,6.1,-0.04,NA,-9.7,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,3.79750409688467,11.2904712264205,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"298","Mollusca",26.444741,-119.833945,"Larvae",4,4,11,75,"S","shell surface",5,24.6,24.4,8.05,8.08,NA,NA,NA,NA,NA,34.2,27,3.4031,5.2756,"Growth",FALSE,"ES.298","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",7.16134685068152,3.70530554473538,-0.200000000000003,0.0299999999999994,NA,-7.2,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,4.11053502515446,1.69170468808918,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"299","Mollusca",26.444741,-119.833945,"Larvae",4,4,12,75,"pH","shell surface",5,24.6,24.6,8.05,7.95,NA,NA,NA,NA,NA,34.2,36.7,3.4031,3.2026,"Growth",FALSE,"ES.299","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",-0.480271892706063,0.514416318182716,0,-0.100000000000001,NA,2.5,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,4.11053502515446,2.00641834508365,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"300","Mollusca",26.444741,-119.833945,"Larvae",4,4,13,75,"pH","shell surface",5,24.6,24.8,8.05,7.55,NA,NA,NA,NA,NA,34.2,37.2,3.4031,3.1037,"Growth",FALSE,"ES.300","Crassostrea","Ostreidae","Ostreida","Bivalvia","Magallana angulata","Bivalvia",-1.24554958110116,0.59696210993633,0.199999999999999,-0.500000000000001,NA,3,0.84,0.976190476190476,0.975308641975309,1,9.06,25.17,4.11053502515446,2.32113200207812,"stationary","low Mg calcite","epifaunal","suspension feeder",FALSE,"Thiyagarajan, V., & Ko, G. W. K. (2012). Larval growth response of the Portuguese oyster (Crassostrea angulata) to multiple climate change stressors. Aquaculture, 370, 90-95.",2012,TRUE,TRUE,TRUE
"301","Arthropoda",59.0483303,5.78072,"Embryo",74,74,1,74,"T, pH","First hatching",20,6.7,9.5,8.1,7.6,9.5,1,9.4,0.9,NA,34,34,18,14.8,"Development",NA,"ES.301","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",-0.37702160077935,0.0275072475927508,2.8,-0.5,-0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-1.5844627579987,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,FALSE
"302","Arthropoda",59.0483303,5.78072,"Embryo",74,74,2,74,"pH","First hatching",20,6.7,6.7,8.1,7.65,9.5,1,9.6,1,NA,34,34,18,16.15,"Development",NA,"ES.302","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",-0.187526597309943,0.0271458318401981,0,-0.449999999999999,0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-5.99045395592126,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,TRUE
"303","Arthropoda",59.0483303,5.78072,"Embryo",74,74,3,74,"T","First hatching",20,6.7,9.5,8.1,8.1,9.5,1,9.4,1,NA,34,34,18,14.8,"Development",NA,"ES.303","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",-0.393876140117806,0.0275511432897098,2.8,0,-0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-1.5844627579987,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,FALSE
"313","Arthropoda",59.0483303,5.78072,"Larvae",33,24,4,24,"T, pH","Development",19,6.7,9.5,8.1,7.6,9.5,1,9.4,0.9,NA,34,34,0.46397537664608,0.537733256904572,"Development",FALSE,"ES.313","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",0.229390155828327,0.0724312745450561,2.8,-0.5,-0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-1.5844627579987,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,TRUE
"317","Arthropoda",59.0483303,5.78072,"Larvae",33,21,5,21,"pH","Metabolism",19,6.7,6.7,8.1,7.65,9.5,1,9.6,1,NA,34,34,2.8066,3.277,"Metabolism",TRUE,"ES.317","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",-0.303689025527204,0.0787760318500933,0,-0.449999999999999,0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-5.99045395592126,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,FALSE
"318","Arthropoda",59.0483303,5.78072,"Larvae",33,27,6,27,"T","Metabolism",19,6.7,9.5,8.1,8.1,9.5,1,9.4,1,NA,34,34,2.8066,3.6888,"Metabolism",TRUE,"ES.318","Pandalus","Pandalidae","Decapoda","Malacostraca","Pandalus borealis","Malacostraca",-0.567315481076021,0.0700221244656383,2.8,0,-0.0999999999999996,0,0,0,0,0.5,0,5,-3.73573305499144,-1.5844627579987,"actively mobile","chitin","nektonic","omnivore",TRUE,"Arnberg, M., Calosi, P., Spicer, J. I., Tandberg, A. H. S., Nilsen, M., Westerlund, S., & Bechmann, R. K. (2013). Elevated temperature elicits greater effects than decreased pH on the development, feeding and metabolism of northern shrimp (Pandalus borealis) larvae. Marine Biology, 160(8), 2037-2048.",2013,FALSE,TRUE,FALSE
"322","Formaninifera",-18.689183,146.693025,"Adult",17,17,1,68,"T, pH","Growth",35,28.1,30.8,8.15,7.96,NA,NA,NA,NA,NA,NA,NA,0.36,0.15,"Growth",FALSE,"ES.322","Heterostegina","Nummulitidae","Rotaliida","Globothalamea","Heterostegina depressa","Foraminifera",-0.951840969695324,0.13097060634692,2.7,-0.19,NA,NA,0.8,0.636363636363636,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,TRUE,TRUE,FALSE
"323","Formaninifera",-18.689183,146.693025,"Adult",17,17,2,68,"pH","Growth",35,28.1,27.9,8.15,7.98,NA,NA,NA,NA,NA,NA,NA,0.36,0.33,"Growth",FALSE,"ES.323","Heterostegina","Nummulitidae","Rotaliida","Globothalamea","Heterostegina depressa","Foraminifera",-0.118351099723511,0.117853043864791,-0.200000000000003,-0.17,NA,NA,0.8,0.636363636363636,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,TRUE,TRUE,TRUE
"324","Formaninifera",-18.689183,146.693025,"Adult",17,17,3,68,"T","Growth",35,28.1,30.8,8.15,8.14,NA,NA,NA,NA,NA,NA,NA,0.36,0.25,"Growth",FALSE,"ES.324","Heterostegina","Nummulitidae","Rotaliida","Globothalamea","Heterostegina depressa","Foraminifera",-0.446650345248117,0.120580831336916,2.7,-0.00999999999999979,NA,NA,0.8,0.636363636363636,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,TRUE,TRUE,FALSE
"337","Formaninifera",-18.634339,146.484161,"Adult",14,14,4,57,"T, pH","Growth",53,28.1,30.8,8.15,7.96,NA,NA,NA,NA,NA,NA,NA,0.08,0.06,"Growth",FALSE,"ES.337","Marginopora","Soritidae","Miliolida","Tubothalamea","Marginopora vertebralis","Foraminifera",-0.549182298739323,0.148242878522297,2.7,-0.19,NA,NA,0,0,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,TRUE,TRUE,TRUE
"338","Formaninifera",-18.634339,146.484161,"Adult",14,14,5,57,"pH","Growth",53,28.1,27.9,8.15,7.98,NA,NA,NA,NA,NA,NA,NA,0.08,0.1,"Growth",FALSE,"ES.338","Marginopora","Soritidae","Miliolida","Tubothalamea","Marginopora vertebralis","Foraminifera",0.321384631321293,0.144701572879456,-0.200000000000003,-0.17,NA,NA,0,0,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,FALSE,TRUE,TRUE
"339","Formaninifera",-18.634339,146.484161,"Adult",14,14,6,57,"T","Growth",53,28.1,30.8,8.15,8.14,NA,NA,NA,NA,NA,NA,NA,0.08,0.08,"Growth",FALSE,"ES.339","Marginopora","Soritidae","Miliolida","Tubothalamea","Marginopora vertebralis","Foraminifera",0,0.142857142857143,2.7,-0.00999999999999979,NA,NA,0,0,0,0.878048780487805,NA,NA,NA,NA,"stationary","low Mg calcite",NA,"omnivore",FALSE,"Schmidt, C., Kucera, M., & Uthicke, S. (2014). Combined effects of warming and ocean acidification on coral reef Foraminifera Marginopora vertebralis and Heterostegina depressa. Coral Reefs, 33(3), 805-818.",2014,TRUE,TRUE,TRUE
"349","Echinodermata",28.400086,-16.300068,"Larvae",5,5,1,NA,"pH","Survival",8,18.8,18.8,8.1,7.7,NA,NA,NA,NA,NA,36.7,36.7,0.656,0.688,"Survival",FALSE,"ES.349","Paracentrotus","Parechinidae","Camarodonta","Echinoidea","Paracentrotus lividus","Echinoidea",0.0550219174812287,0.400151370570166,0,-0.399999999999999,NA,0,0,0,0.285714285714286,0.871794871794872,11.17,21.03,-0.827361894669355,-2.98027770775593,"actively mobile","high Mg calcite","epifaunal","deposit feeder",FALSE,"García, E., Clemente, S., & Hernández, J. C. (2015). Ocean warming ameliorates the negative effects of ocean acidification on Paracentrotus lividus larval development and settlement. Marine environmental research, 110, 61-68.",2015,TRUE,TRUE,TRUE
